ID,Title,Authors,Source,Journal,Database,Type,Language,Publication year,Descriptor(s),Keyword(s),Publication Country,Fulltext URL, Abstract,Entry Date,Volume number,Issue number,DOI,ISSN,Accession number,PMCID
"biblio-1425995","Quando homens vão à psicoterapia: uma revisão de contextos e demandas/ When men go to psychotherapy: a review of contexts and demands","Iaroseski Neto, Germano; Kristensen, Christian Haag","Rev. Bras. Psicoter. (Online);24(2): 75-86, out. 2022.","Rev. Bras. Psicoter. (Online)","LILACS","article","pt","2022","Psicoterapia; Saúde Mental; Homens","Hombres; Homens; Men; Mental Health; Psicoterapia; Psicoterapia; Psychotherapy; Salud Mental; Saúde Mental","BRASIL","https://rbp.celg.org.br/audiencia_pdf.asp?aid2=427&nomeArquivo=v24n2a06.pdf","INTRODUÇÃO: Homens, como grupo, buscam menos ajuda em uma gama de contextos (e.g., acadêmico, médico, profissional), incluindo em saúde mental. A população masculina menos acessa os serviços de saúde mental disponíveis, apresentando também menor busca e engajamento em psicoterapia. O menor engajamento da população masculina também foi observado em diferentes faixas etárias, nacionalidades e contextos socieconômicos. OBJETIVO: Revisar quais são os contextos e demandas apontados na literatura científica internacional que influenciam a busca masculina por ajuda em saúde mental, e acrescentar à literatura científica nacional que é limitada nessa temática. MÉTODO: O presente artigo faz uso do método de revisão narrativa da literatura, realizando uma busca ampla na literatura sobre a temática do engajamento masculino em saúde mental. RESULTADOS E DISCUSSÃO: A população masculina, estatisticamente, apresenta um perfil diferente de prevalência de transtornos mentais, com menor prevalência de transtornos de humor porém prevalência significativamente maior em transtornos de abuso por substâncias. Homens também desproporcionalmente compõe as estatísticas de vítimas de suicídio. O menor engajamento masculino em saúde mental comparado a outras populações é influenciado por fatores culturais (e.g.: papéis de gênero, estigma associado aos transtornos mentais) e contextuais (e.g.: pessoas próximas, etapa de vida, modalidade de terapia). Considerações finais: há a necessidade de ampliar o engajamento masculino em serviços de saúde mental. Mudanças culturais de médio e longo prazo, melhor treinamento dos profissionais de saúde mental e realização campanhas públicas podem ser ferramentas para melhor engajar essa população.(AU)",20230413,24,2,10.5935/2318-0404.20220011,2318-0404,,
"biblio-1426187","Saúde mental de mulheres transgêneras: uma revisão integrativa de literatura/ Salud mental de las mujeres transgénero: una revisión integradora de la literatura/ Mental health of transgender women: an integrative literature review","Cortes, Helena Moraes; Morais, Andréia Vanessa Carneiro de; Carnevalli, Ligia Maffei; Pinho, Paula Hayasi","J. nurs. health;12(3): 2212321706, out.2022.","J. nurs. health","LILACS","article","pt","2022","Saúde Mental; Pessoas Transgênero; Serviços de Saúde para Pessoas Transgênero; Identidade de Gênero","Saúde mental; Pessoas transgênero; Serviços de saúde para pessoas transgênero; Identidade de gênero","BRASIL","https://revistas.ufpel.edu.br/index.php/JONAH/article/view/4642/3571","Objetivo: conhecer a produção científica nacional e internacional acerca da saúde mental das mulheres transgêneras de 2007 a 2017. Método: revisão integrativa realizada na Biblioteca Virtual em Saúde, em abril de 2018. Analisaram-se os estudos em seis fases, agrupando-os em categorias temáticas. Resultados: dos 30 estudos selecionados emergiram sete categorias temáticas, a saber: ""necessidades de saúde mental"", ""vulnerabilidade psicossocial"", ""processo transexualizador"", ""mulheres transgêneras jovens e na terceira idade"", ""relações sociais"", ""direitos civis e cidadania"" e ""relações entre as mulheres transgêneras e os serviços de saúde"". Conclusões: mulheres transgêneras estão expostas a maiores riscos de desenvolverem transtornos mentais, em relação às pessoas cisgêneras parecendo ter relação com o preconceito, estigma, discriminação, e negação de direitos civis. São transtornos mais prevalentes nesta população: depressão, ansiedade, ideação/ tentativa de suicídio, abuso de álcool e outras drogas, os quais estão diretamente relacionados com o não acesso aos serviços de saúde.(AU)",20230415,12,3,10.15210/jonah.v12i3.4642,2236-1987,,
"biblio-1426294","Programa Bem Viver: saúde mental, atenção básica e seus analisadores em pequenos municípios/ Bem Viver Program: mental health, primary care and its analyzers in small municipalities","D'Assunção, Onézimo Tadeu; Dalla Vecchia, Marcelo; Santos, Tassiana Gonçalves Constantino dos","Arq. bras. psicol. (Rio J. 2022);74out. 2022.","Arq. bras. psicol. (Rio J. 2022)","LILACS","article","pt","2022","Atenção Primária à Saúde; Psicologia; Saúde Mental","","","https://revistas.ufrj.br/index.php/abp/article/view/56248/30716","Este artigo discute dilemas da articulação entre saúde mental e atenção básica por meio da interlocução com psicólogas/os que atuam no Programa Bem Viver, que abarca municípios de pequeno porte da microrregião de saúde de São João del-Rei, MG, Brasil. Foram realizados grupos focais como dispositivos para a análise institucional das práticas e discursos presentes no campo pesquisado. No processo de análise foram constituídos três analisadores: (1) Espaço, que destaca o lugar ambíguo do Programa Bem Viver na rede de atenção psicossocial, (2) Demanda, que ressalta a predominância do atendimento clínico individual na atuação das/os psicólogas/os e (3) Especialismo, que se refere ao incipiente trabalho interdisciplinar e intersetorial. Nota-se que o Programa Bem Viver, mesmo inserido no território e realizando acolhimento inicial do cuidado em saúde mental, funciona predominantemente como um serviço ambulatorial, em detrimento da integralidade de ações requeridas na atenção básica.",20230417,74,,,1809-5267,,
"biblio-1399482","Fatores desencadeantes para limitações sociais e saúde mental em diabéticos/ Triggering factors for social limitations and mental health in diabetics/ Factores  desencadenantes  de limitaciones  sociales  y  salud  mental  en diabéticos","Soares, Albenize de Azevêdo; Araújo, Astha Oliveira Catônio de; Souza, Talita Araujo de; Silva, Jose Adailton da","Rev. Ciênc. Plur;8(3): 24746, out. 2022. ilus, tab","Rev. Ciênc. Plur","LILACS","article","pt","2022","Classe Social; Fatores Desencadeantes; Saúde Mental; Diabetes Mellitus/etiologia; Estilo de Vida; Autocuidado; Sistemas de Apoio Psicossocial; Estudos de Gênero; Angústia Psicológica","Diabetes; Diabetes; Diabetes; Limitaciones Sociales; Limitações Sociais; Mental health; Salud Mental; Saúde Mental; Social Limitations","BRASIL","https://periodicos.ufrn.br/rcp/article/view/24746/16196","Introdução:A  Diabetes  Mellitus  é  caracterizada  como  uma  síndrome  de  múltiplas etiologias,  que  ocorre  pela  falta  de  insulina,  ou  resistência  do  organismo  à  mesma, estando relacionada à diversas complicações que demandam ao paciente adaptações no  modo  de  viver e que  podem  ser  geradores  de  sofrimento  psicológico. Objetivo:Identificar os principais fatores desencadeantes para a ocorrência de limitações sociais e  suas  consequências  na  saúde  mental  de  pacientes  convivendo  com  diabetes. Metodologia:O estudo configura-se como revisão integrativa da literatura. Utilizou-se  como  critérios  de  inclusão:  artigos  completos,  publicados  de  2015  a  2020,  nos idiomas  inglês,  português  e  espanhol.  Foram  excluídos:  documentos  de  editoriais, revisões,  resenhas,  capítulos  de  livros  e  artigos  que  não  atendessem  ao  objetivo proposto. A busca dos estudos se deu entre os meses de outubro a novembro de 2020 nas   bases   de   dados: PubMed,CinahleEmbase.   Foram   utilizados   descritores controlados  identificados  nos  Descritores  em  CiênciasdaSaúde  (DECs),  Medical Subject  Headings  (MESH)  e  EMBASEEmtree, resultando  em  2.063  estudos  na identificação, passando por triagem e permanecendo 718, após a elegibilidade resultou em  12,  dando  origem  a  9  estudos  na  amostra  final. Resultados:A  amostra  final resultou   na   criação   de   eixos   temáticos   que   trazem   o   aumento   do   sofrimento psicológico em pessoas com diabetes ocasionados pelas mudanças no estilo de vida, na  falta  de  apoio  familiar  e  social,  na  inatividade  física,  no  impacto  do  gênero  e  da cultura, e no aumento dos sintomas de complicações e de comprometimento funcional, sendo desencadeantes para a ocorrência de limitações sociais. Conclusões:A diabetes e o seu tratamento geram limitações sociais na vida dos pacientes, pela necessidade de mudanças no estilo devida que demandam muita dedicação e tempo, tais fatores são considerados  preditores  para  aumento  dos  riscos  de  sofrimento  psicológico  nesses pacientes (AU).",20221108,8,3,10.21680/2446-7286.2022v8n3,2446-7286,,
"biblio-1399497","Promoção da saúde mental dos trabalhadores da saúde: as práticas integrativas e complementares como estratégias de cuidado/ Promoting the mental health of health workers: integrative andcomplementary practices as care strategies/ Promoción de la salud mental del trabajadores de salud: prácticas integradoras y complementarias como estrategias de cuidado","Silva, Jardson; Silva, Dayse Barbosa; Nascimento, Lilia Costa; Gomes, Rayssa Araújo; Freire, Guilherme Gomes; Gondim, Afonson Luiz Medeiros; Braga, Liliane Pereira","Rev. Ciênc. Plur;8(3): 29054, out. 2022. tab","Rev. Ciênc. Plur","LILACS","article","pt","2022","Humanos; Autocuidado; Terapias Complementares/psicologia; Saúde Mental; Saúde Ocupacional; Assistência à Saúde Mental; Epidemiologia Descritiva; Pessoal de Saúde; Promoção da Saúde","Complementary Therapies; Health Workers; Mental Health Promotion; Promoción de la Salud  Mental; Promoção  da  Saúde  Mental; Terapias Complementares; Terapias adicionales; Trabajadores  de  la  Salud; Trabalhadores  da  Saúde","BRASIL","https://periodicos.ufrn.br/rcp/article/view/29054/16195","Introdução:É indispensável entender a saúde mental por meio das relações históricas e  socioculturais  que  o  indivíduo  mantém  com  o  outro,  com  a  comunidade  e  com  o meio em que trabalha. Percebe-se que os aspectos referentes às conceituações de saúde não estão em consonância com a realidade dos profissionais de saúde no Brasil. Como forma  de  promover  o  autocuidado,  as  Práticas  Integrativas  e  Complementares apresentam-se como uma estratégia de promoção da saúde mental dos trabalhadores da saúde. Objetivo:Descrever as experiências de realização de ações de promoção da saúde  mental  dos  trabalhadores  da  saúde  em  um  hospital  geral  do  interior  do  Rio Grande do Norte. Metodologia:Trata-se de um estudo do tipo relato de experiência, desenvolvido  a  partir  da  realização  de  açõesde  promoção  à  saúde  mental  dos trabalhadores no contexto do ""Setembro Amarelo"" e ""Janeiro Branco"", desenvolvidas pela   equipe   de   Residência   Multiprofissional   em   Saúde   Materno-Infantil   da Universidade   Federal   do   Rio   Grande   do   Norte. Resultados   e   Discussão:Os profissionais  foram  instigados  a  refletir  sobre  a  temática  e  relacionar  com  as  suas vivências, discutindo estratégias de autocuidado no ambiente de trabalho. Observou-se a predominância dos profissionais de enfermagem em relação às demais categorias profissionais. Estes relataram que os momentos foram prazerosos e o sentiram como uma  oportunidade  de  relaxamento  no  ambiente  de  trabalho,  desejando  que  estes pudessem  ocorrer  com  mais  frequência. Conclusões:As  ações  desenvolvidas  e descritas se mostraram como estratégias importantes para a discussão e sensibilização sobre a temática, bem como a relevância de estratégias de promoção à saúde mental nos espaços ocupacionais do Sistema Único de Saúde (AU).",20221108,8,3,10.21680/2446-7286.2022v8n3,2446-7286,,
"biblio-1422351","Modelo explicativo de não adesão ao paradigma psicossocial da saúde mental/ Explanatory model of non-adhesion to the psychosocial mental health paradigm/ Modelo explicativo de la no adhesión al paradigma psicosocial de la salud mental","Sousa, Patrícia Fonseca de; Maciel, Silvana Carneiro; Pimentel, Carlos Eduardo; Dias, Camila Cristina Vasconcelos; Menezes, Thaís de Sousa Bezerra de","Psico USF;27(4): 765-778, Oct.-Dec. 2022. tab, graf","Psico USF","LILACS","article","pt","2022","Humanos; Masculino; Feminino; Adolescente; Adulto; Pessoa de Meia-Idade; Adulto Jovem; Preconceito; Estereotipagem; Saúde Mental; Funcionamento Psicossocial; Estudantes; Estudantes de Medicina; Estudantes de Enfermagem; Universidades; Análise Multivariada; Análise de Regressão; Reprodutibilidade dos Testes; Reforma dos Serviços de Saúde; Confiabilidade dos Dados; Correlação de Dados; Angústia Psicológica; Fatores Sociodemográficos","Paradigma psicosocial; Paradigma psicossocial; Person in psychological distress; Persona en sufrimiento psíquico; Pessoa em sofrimento psíquico; Preconceito; Prejudice; Prejuicio; Psychiatric reform; Psychosocial paradigm; Reforma psiquiátrica; Reforma psiquiátrica","BRASIL","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-82712022000400765","Este estudo teve como objetivo propor um modelo explicativo de não adesão ao paradigma psicossocial da saúde mental a partir dos estereótipos, das crenças sobre a etiologia da doença mental, da percepção de ameaça e do preconceito. Para tanto, contou-se com a participação de 400 universitários, com média de idade de 24,64 anos (DP = 6, 64), sendo a maioria do sexo feminino (75,6%). Para a proposição do modelo, foi realizada uma path analysis. O modelo proposto demonstrou que quanto maior a percepção de ameaça e a concordância com o estereótipo de incapacidade, menor o apoio ao paradigma psicossocial. Ademais, verificou-se que as crenças acerca da etiologia da doença mental e os estereótipos estão na base da percepção de ameaça e todas essas variáveis juntas predizem maior preconceito. Os achados desta pesquisa fornecem subsídios científicos para a realização de intervenções eficazes e consistentes que fortaleçam o paradigma psicossocial no cenário nacional. (AU)",20230324,27,4,10.1590/1413-82712022270413,1413-8271,,
"biblio-1425479","A experiência estética como facilitadora de grupos na saúde mental/ The aesthetic experience as a facilitator of mental health groups","Rocha, Rita Martins Godoy; Prado, Ana Paula Craveiro; Cardoso, Carmen Lúcia","Arq. bras. psicol. (Rio J. 2022);74out. 2022.","Arq. bras. psicol. (Rio J. 2022)","LILACS","article","pt","2022","Saúde Mental; Estética; Pessoas","","","https://revistas.ufrj.br/index.php/abp/article/view/55099/29961","A experiência estética pode ser compreendida como uma vivência que emerge na intencionalidade homem e mundo por meio de expressões artísticas e sensíveis, recebidas de forma mobilizadoras à percepção. O objetivo deste artigo foi compreender como essa experiência foi significada por participantes do Grupo Comunitário de Saúde Mental, que tem como premissa a atenção à experiência cotidiana, entre elas, a experiência vivida com elementos estéticos como filmes, músicas, entre outros. O corpus formou-se pela observação participante por dois anos e seis meses e por nove entrevistas abertas, baseado no referencial teórico metodológico da Fenomenologia. A experiência estética proporcionou uma forma de religar a pessoa e o mundo em uma unicidade criativa, a partir da exploração do potencial simbólico de elementos disponíveis na cultura, bem como favoreceu a constituição de encontros, de reciprocidade e de surpresas na relação com o outro, fortalecendo a dimensão comunitária da atividade.",20230405,74,,,1809-5267,,
"biblio-1399128","Impactos reais e/ou potenciais da pandemia de Covid-19 na saúde mental de idosos/ Real and/or potential impacts of the Covid-19 pandemic on the mental health in older adults/ Impactos reales y/o potenciales de la pandemia de Covid-19 en la salud mental de los ancianos","Pedreira, Rhaine Borges Santos; Santos, Lucas dos; Vilela, Alba Benemérita Alves; Rocha, Roseanne Montargil; Boery, Rita Narriman Silva de Oliveira","Arq. ciências saúde UNIPAR;26(3)set-dez. 2022.","Arq. ciências saúde UNIPAR","LILACS","article","pt","2022","Idoso/psicologia; Saúde Mental; Infecções por Coronavirus/etiologia; Pandemias/estatística & dados numéricos; Ansiedade/psicologia; Pânico; Suicídio/psicologia; Envelhecimento/fisiologia; Depressão/psicologia; Medo/psicologia; Tristeza/psicologia; Angústia Psicológica; Distúrbios do Início e da Manutenção do Sono/etiologia; Solidão/psicologia","Aging; Mental health; Coronavirus infections.; Envejecimiento; Salud mental; Infecciones por Coronavirus.; Envelhecimento; Saúde mental; Infecções por Coronavirus.","BRASIL","https://ojs.revistasunipar.com.br/index.php/saude/article/view/8488/4293","A pandemia de COVID-19 e as medidas de controle para conter a disseminação do vírus, como o distanciamento social, trouxeram mudanças à rotina das pessoas, mundialmente. Esse contexto pode gerar impactos adversos para a saúde mental dos indivíduos, especialmente, àqueles em maior vulnerabilidade, os idosos. O objetivo desse estudo foi analisar na literatura os impactos reais e/ou potenciais da pandemia de COVID-19 na saúde mental de idosos. Trata-se de uma revisão integrativa de literatura com buscas realizadas na Biblioteca Virtual em Saúde, que utilizou a seguinte estratégia de busca: (Coronavírus OR ""Infecções por Coronavirus"" OR ""Coronavirus Infections"" OR COVID-19) AND (idoso OR elderly OR aged) AND (""Saúde Mental"" OR ""Mental Health""). Foram critérios de inclusão: artigos acessados na íntegra, sem distinção de ano e idioma, indexados até o dia 11 de novembro de 2020; e os critérios de exclusão: artigos com fuga do escopo da pesquisa, revisões de literatura, arquivos multimídia e duplicados. Foram encontrados 241 registros, e após a aplicação dos critérios de elegibilidade estabelecidos restaram 27 artigos para discussão. Dentre os impactos reais/potenciais da pandemia de COVID-19 na saúde mental dos idosos, abordados nos estudos, destaca-se a ansiedade, depressão, solidão, estresse, sensação de medo ou pânico, tristeza, suicídio/ideação suicida e insônia. Apesar disso, considera-se que há uma quantidade ainda escassa de estudos voltados especificamente para a população idosa que permitam aprofundar as discussões sobre esse tema.",20221104,26,3,10.25110/arqsaude.v26i3.2022.8488,1415-076X,,
"mdl-36074458","Screening for common mental disorder in elderly residents in the countryside: a cross-sectional study.","Denardi, Tainara Catozzi; Lucchese, Roselma; Silva, Graciele Cristina; Lemos, Moisés Fernandes; Pagotto, Valéria; Sousa, Johnatan Martins; Vera, Ivânia","Rev Bras Enferm;75Suppl 3(Suppl 3): e20210875, 2022. ","Rev Bras Enferm","MEDLINE","article","en","2022","Transtornos Mentais; Saúde Mental; Idoso; Idoso de 80 Anos ou mais; Estudos Transversais; Feminino; Nível de Saúde; Inquéritos Epidemiológicos; Humanos; Modelos Logísticos; Transtornos Mentais/diagnóstico; Transtornos Mentais/epidemiologia; Prevalência; Projetos de Pesquisa; População Rural","","BRASIL","https://dx.doi.org/10.1590/0034-7167-2021-0875","OBJECTIVE: To estimate the prevalence of common mental disorders and their associated factors in the elderly in a municipality in the countryside of the Brazilian Midwest. METHODS: Quantitative, observational, cross-sectional approach research, conducted with 218 elderly people. RESULTS: The prevalence of the common mental disorder among the elderly was 25.1%; in the univariate analysis, it was higher in females (35.4%), in the age group of 80 years or older (46.1%), brown skin color (30.2%), widowed (42.6%), illiterate (47.6%), and retired (27.6%). In the multiple analysis, the variables female gender (p<0.006), age 80 years or older (p<0.036), dissatisfaction with life (p<0.009), lack of social interaction (p=0.017), and dysfunctional family (p=0.021) remained associated with CMD. CONCLUSION: The results revealed are helpful and contribute to the reinforcement of the need for mental health care in this population extract so growing worldwide.",20220908,75Suppl 3,Suppl 3,10.1590/0034-7167-2021-0875,1984-0446,,
"biblio-1413075","Percepção sobre a dinâmica do jogo InterRaps com estudantes de cursos de graduação da saúde/ Perception of the dynamics of the InterRaps game with students of undergraduate health courses","Souza, Maria Gabriela Rodrigues; Lourenço, Rafaela Gessner; Santos, Danyelle Leonette Araújo; Heiden, Nicolle Boell; Sabino, Martha Porto","Rev. Saúde Pública Paraná (Online);5(3): 1-17, Set 03, 2022.","Rev. Saúde Pública Paraná (Online)","SESA-PR","article","pt","2022","Adulto; Universidades; Saúde Mental; Tecnologia Educacional; Jogos Experimentais; Educação Interprofissional","Educational technology; Educação interprofissional; Educação superior; Experimental games; Higher education; Interprofessional education; Jogos Experimentais; Mental health; Saúde Mental; Tecnologia Educacional","","http://revista.escoladesaude.pr.gov.br/index.php/rspp/article/view/640/266","Este estudo objetiva analisar a percepção de estudantes de cursos de graduação da saúde sobre a dinâmica do jogo InterRaps, identificando os seus limites e suas potencialidades. O jogo oferece uma imersão digital simulada da experiência de trabalho interprofissional nos equipamentos de saúde da Rede de Atenção Psicossocial. Estudo qualitativo, exploratório e descritivo. A coleta de dados ocorreu entre fevereiro e abril de 2021, durante quatro partidas do jogo InterRaps, com a participação de nove estudantes da área da saúde de uma universidade do sul do Brasil. Os dados foram submetidos à análise de conteúdo, com o apoio do Software MaxQDA. Os resultados apontaram reflexões acerca da dinâmica do jogo, jogabilidade, interprofissionalidade e do uso de plataformas online para o ensino remoto durante a pandemia de COVID-19.  Constatou-se que o jogo se apresenta como alternativa para o ensino remoto, pois utiliza a metodologia ativa de gamificação de ensino na perspectiva da interprofissionalidade. (AU)",20230126,5,3,10.32811/25954482-2022v5n3.640,2595-4482,,
"biblio-1413098","Repercussões da pandemia da COVID-19 para a saúde física e mental dos profissionais de enfermagem/ Repercussions of the COVID-19 pandemic for the physical and mental health of nursing professionals","Gonçalves, Edimeia; Gomes, Maria Fernanda Pereira; Santos, Mariana Souza; Bravo, Daiane Suele; Valverde, Vanessa Ramos Lopes; Fracolli, Lislaine Aparecida","Rev. Saúde Pública Paraná (Online);5(3): 1-23, Set 03, 2022.","Rev. Saúde Pública Paraná (Online)","SESA-PR","article","pt","2022","Humanos; Saúde Mental; Saúde Ocupacional; Pandemias; COVID-19; Profissionais de Enfermagem","COVID-19; COVID-19; Mental Health; Nurse Practitioners; Occupational Health; Pandemias; Pandemics; Profissionais de Enfermagem; Saúde Mental; Saúde do Trabalhador","","http://revista.escoladesaude.pr.gov.br/index.php/rspp/article/view/644/268","A pandemia da Coronavirus Disease2019 (COVID-19) provocou grandes alterações na organização dos serviços de saúde e danos às condições de saúde psíquica e física dos profissionais de saúde. Objetivou-se identificar as repercussões para saúde física e mental dos profissionais de enfermagem atuantes na linha de frente da pandemia da COVID-19. O método escolhido foi a pesquisa descritiva e quantitativa, com a utilização do Instrumento de Avaliação Abreviado de Qualidade de Vida e a Escala de Avaliação dos Danos Relacionados ao Trabalho no Google Forms. Participaram da pesquisa 50 profissionais, 16 (32%) enfermeiros, 19 (38%) técnicos de enfermagem e 15 (30%) auxiliares de enfermagem. Observou-se que a qualidade de vida desses profissionais precisa melhorar em relação à qualidade de vida geral e dimensão social, pois já possuem doenças ocupacionais nos aspectos físicos e psicológicos. (AU)",20230126,5,3,10.32811/25954482-2022v5n3.644,2595-4482,,
"biblio-1396603","Perspectivas para o uso da telemedicina no atendimento de saúde mental na atenção primária/ Perspectives for the use of telemedicine in mental health care in primary care/ Perspectivas para el uso de la telemedicina en la atención de salud mental en atención primaria","Rodrigues, Thamires Fernandes Cardoso da Silva; Cardoso, Luana Cristina Bellini; Silva, Marcelo da; Paiano, Marcelle; Salci, Maria Aparecida; Radovanovic, Cremilde Aparecida Trindade","Enferm. foco (Brasília);13(n.esp1): 1-9, set. 2022. ilus","Enferm. foco (Brasília)","LILACS","article","pt","2022","Saúde Mental; Atenção Primária à Saúde; Telemedicina; Atenção à Saúde","Assistência à saúde; Atención Primaria de Salud; Atenção Primária à Saúde; Mental health service; Prestación de atención de salud; Primary Healthcare; Salud mental; Saúde mental; System healthcare; Telehealth; Telemedicina; Telemedicina","BRASIL","https://enfermfoco.org/wp-content/uploads/articles_xml/2357-707X-enfoco-13-spe1-e-202222spe1/2357-707X-enfoco-13-spe1-e-202222spe1.pdf","Objetivo: Identificar na literatura o uso da Telemedicina como recurso na promoção a assistência em saúde mental na Atenção Primária à Saúde. Métodos: Trata-se de uma revisão integrativa, baseada no protocolo Prisma. Realizou-se a coleta de dados na Biblioteca Virtual em Saúde e na Literatura Internacional em Ciências da Saúde. Os dados foram operacionalizados pelo software Iramuteq®. Resultados: Contemplaram a revisão, 27 artigos, a convergência entre a organização do software e a análise das obras dera origem a quatro classes: Ligações telefônicas na promoção do cuidado em saúde mental; Recursos tecnológicos como aliados para o atendimento em saúde mental para crianças e adolescentes; A Telemedicina como ferramenta para minimizar barreiras na assistência à saúde mental; e Perspectivas para o uso da Telemedicina no atendimento de Saúde Mental na Atenção Primária à Saúde. Conclusão: Pode-se identificar que telemedicina favorece o fortalecimento da Atenção Primária à Saúde, suscitando a promoção da saúde e como ferramenta para educação permanente. (AU)",20221007,13,n.esp1,10.21675/2357-707X.2022.v13.e-202222ESP1,2177-4285,,
"biblio-1398879","Mortalidade por suicídio na 5a  mesorregião de perícia Santa Catarina: Análise dos casos/ Mortalidad por suicidio en el mesoregion experto de la 5a fronteira de Santa Catarina/ Mortality by suicide in the 5th fronteira de Santa Catarina expert mesoregion","Hanauer, Marceli Cleunice; Madureira, Valéria Faganello; Foschera, Jaqueline Ana; Tombini, Larissa; Schossler, Vanessa Ritiele; Wagner, Daniel Christian","Nursing (Ed. bras., Impr.);25(292): 8486-8497, set. 2022.","Nursing (Ed. bras., Impr.)","LILACS","article","en","2022","Humanos; Suicídio; Saúde Mental; Epidemiologia; Enfermagem; Pesquisa sobre Serviços de Saúde","Enfermagem; Enfermagem; Epidemiologia; Epidemiology; Epidemiología; Health services research; Investigación en servicios de salud; Mental health; Nursing; Pesquisa sobre serviços de saúde; Salud mental; Saúde mental; Suicide; Suicidio; Suicídio","BRASIL","https://www.revistanursing.com.br/index.php/revistanursing/article/view/2721/3295","Objetivo: analisar o perfil dos óbitos por suicídio necropsiados pelo Instituto Geral de Perícias/Chapecó, entre janeiro 2007 e dezembro 2016. Método: estudo exploratório descritivo retrospectivo, obteve aprovação ética do Comitê de Ética em Pesquisa com Seres Humanos (CEP/UFFS) sob parecer no 1.826.221. Dados obtidos nos registros de necropsia e declarações de óbito de mortes por suicídio, organizados em planilhas eletrônicas, analisados pelo teste qui quadrado, e discutidos com base na literatura. Resultados: analisados 335 óbitos. À análise estatística univariada, significância para sexo, faixa etária, escolaridade e situação conjugal. Análise de tendência temporal apontou incremento nas taxas entre 30-39 anos e acima de 60 anos. Conclusão: o fortalecimento de políticas públicas voltadas à saúde mental é necessário.(AU)",20221102,25,292,10.36489/nursing.2022v25i292p8486-8497,1415-8264,,
"biblio-1399170","Sintomatologia de ansiedade em profissionais do serviço de atendimento móvel de urgência/ Sintomatología de la ansiedad en los profesionales del servicio de atención móvil de urgencias/ Anxiety symptomatology in professionals of the mobile emergency care service","Oliveira, Lairton Batista de; Silva, Pallysson Paulo da; Morais, Mayara Leoneide de; Lima, Luisa Helena de Oliveira; Campelo, Lany Leide de Castro Rocha","Nursing (Ed. bras., Impr.);25(292): 8540-8555, set. 2022.","Nursing (Ed. bras., Impr.)","LILACS","article","en","2022","Ansiedade; Saúde Mental; Pessoal de Saúde; Serviços Médicos de Emergência","Ansiedad; Ansiedade; Anxiety; Emergency Medical Services; Health Professionals; Mental Health; Profesionales de la Salud; Profissionais da Saúde; Salud Mental; Saúde Mental; Servicios Médicos de Emergencia; Serviços Médicos de Emergência","BRASIL","https://www.revistanursing.com.br/index.php/revistanursing/article/view/2726/3305","Objetivo: Rastrear sintomas de ansiedade em profissionais do Serviço de Atendimento Móvel de Urgência (SAMU). Método: Estudo exploratório, descritivo e transversal, de abordagem quantitativa, realizado em SAMU localizado no interior do Piauí, entre abril e junho de 2021, através de questionário on-line. O instrumento classificou os participantes em: ansiedade mínima; ansiedade leve; ansiedade moderada; e ansiedade grave. Para análise estatística utilizou-se o teste de razão de verossimilhança, pois, a razão esperada foi menor que 5 nas variáveis analisadas, sendo considerado o nível de significância de 5% (p<0,05). Resultados: Participaram do estudo 14 profissionais assistenciais. Entre os sintomas indagados, houve prevalência de: ""incapacidade de relaxar"" (35,7%), ""medo que o pior aconteça"" (35,6%), ""palpitação ou aceleração do coração"" (28,6%) e ""sensação de calor"" (28,5%). Conclusão: A maioria dos emergencistas foi classificada com ansiedade mínima, contudo, a baixa adesão de participantes dificultou uma análise mais consistente da sintomatologia de ansiedade nesses profissionais.(AU)",20221106,25,292,10.36489/nursing.2022v25i292p8540-8555,1415-8264,,
